Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bosnia and Herzegovina,BIH,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,39.59190249,38.88398111,36.03529334,30.38417101,42.70067811,45.20005882,44.99708712,44.27066743,43.91299486,30.61831594,30.075863,29.46848571,29.21257019,28.96248698,28.9667964,28.84111106,28.68273258,29.13931012
Belarus,BLR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,16.02836102,20.71437091,23.02667052,20.16889453,19.22100931,21.78302556,24.38807935,25.79393983,29.84134257,30.91972172,29.16506827,33.58784318,30.77398241,33.79233778,34.89432335,36.2026155,26.71418488,27.5150001
Belize,BLZ,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,35.11385024,32.62504339,34.26375389,32.00243413,32.36089051,30.14234006,28.25540304,25.79629421,25.2551198,23.84239286,23.90866876,24.50062484,25.31637847,24.33893979,24.01669025,23.14127386,23.54303449,24.15486276
Bermuda,BMU,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,33.5073024,33.05337727,33.9209348,32.02861547,32.59438872,32.000193,32.26539493,30.76193631,30.36822975,30.09937704,33.27740133,32.50546455,34.35833752,34.00916457,30.90435863,27.32661664,28.02112103,25.07784665
Brazil,BRA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,36.59222126,37.80702949,36.40619814,35.47385931,35.36583483,35.876441,34.37126577,33.09412003,30.88409305,31.21032119,29.3852061,29.29958403,29.68203127,28.17706764,28.18024755,28.44441533,27.40692198,27.45549381
Barbados,BRB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,39.37475681,38.05859387,36.52173579,35.93108058,33.58927071,35.07393003,35.3816092,36.84221506,35.45526862,36.31339967,38.08009028,42.1882242,38.6069864,41.5833801,44.42222118,45.22994459,45.17970085,46.30357325
Brunei Darussalam,BRN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,15.83131403,16.80674702,16.41055048,17.05133915,16.90948159,16.33396298,14.68852758,12.78499961,10.10823771,9.499402344,8.261349052,8.471868932,8.851929009,9.407419711,7.334599644,4.97357659,4.979815334,5.17660901
Bhutan,BTN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,11.54134423,7.93422237,10.30408889,19.00845468,16.25363678,16.79038256,14.79103267,14.33664709,15.47424793,16.58108979,16.48263484,16.34392738,20.50640434,20.31390369,21.17123157,19.79465783,20.12969553,13.30646574
Botswana,BWA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,10.98295972,9.72539559,9.004370868,9.045163542,8.883630484,8.827057481,8.287514001,6.772622466,5.815736577,5.423530564,4.993563145,4.573960602,4.240046442,3.784344345,3.717095405,3.577817604,3.307494149,2.993242256
Central African Republic,CAF,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,46.38352692,51.25862956,47.00227678,46.21084929,50.35657287,42.63030589,42.92166829,38.4525001,42.6107198,39.86817002,46.43595815,44.79361773,43.30779314,48.74460697,41.21004641,29.98105884,43.07941794,31.18909895
Canada,CAN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,16.6052103,15.92599452,15.90833962,15.25148004,15.28786868,15.36829323,15.11857808,14.80204165,14.66703713,14.3118754,14.64707404,13.94955367,13.77405971,13.63234073,13.64677101,13.55412304,14.12830651,14.21975046
Central Europe and the Baltics,CEB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,23.89724491,23.82765396,22.39095422,22.05863698,23.9690999,22.9161896,22.98265525,23.21317189,22.40419544,22.38140931,22.35346336,22.93298123,23.42209925,22.57865779,22.22390026,22.62179547,22.61831697,22.41601286
Switzerland,CHE,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,33.57802927,32.71253407,31.17961287,31.07468486,31.33957684,30.30704558,29.97010052,29.73951995,29.05845344,28.83857489,29.08069193,28.52466404,28.80406678,28.34824622,29.23769057,29.07631695,29.56175804,28.94698679
Channel Islands,CHI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,
Chile,CHL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,42.81496704,42.61517525,42.48400629,42.76384711,41.84412062,42.47086644,40.74997902,39.18727338,37.43042648,34.58893895,34.4676286,34.49926078,33.40764344,33.63831043,34.26873088,34.50925648,34.76994634,33.53418112
China,CHN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,60.12533903,64.19143677,62.85082102,60.71776748,58.76867771,57.68999457,55.99118471,51.29120946,47.3682493,43.45622063,40.80001414,40.26554227,39.23458755,38.15951645,36.56483293,35.08928716,35.9061867,36.05041206
Cote d'Ivoire,CIV,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,59.25500989,55.61484098,49.96498227,54.03704047,55.93721867,61.12484932,62.79311776,63.33989501,59.38510299,59.6267581,58.51430297,59.20729637,52.79811621,56.15932345,51.14341974,42.86673367,40.14711082,39.36074376
Cameroon,CMR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,77.43000984,74.89511967,72.85497785,72.99537659,76.00624561,76.5824914,77.09382176,76.65479779,78.7997663,74.41906929,71.73981071,51.44386292,70.26734948,71.40277624,70.87862492,69.74412203,69.66690421,70.95760107
"Congo, Dem. Rep.",COD,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,50.36848783,69.55298781,68.44849586,66.14150405,70.38291097,68.16099286,67.64258742,63.48213553,49.79074299,45.36221027,37.04969585,38.82510364,39.63495791,39.43296969,38.71640861,37.17883229,37.27769256,40.12472034
"Congo, Rep.",COG,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,52.69972682,45.78503072,61.42270565,61.43461466,55.60840368,51.97861195,48.68206978,49.15676117,37.85081208,50.37176013,42.15446711,41.09134674,29.73799109,30.65258563,31.18631542,32.46011734,46.21185958,48.40123951
Colombia,COL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.69103342,13.39813769,11.48960814,8.603981137,13.75858486,16.40795916,17.93336868,19.24852282,20.85273564,18.01454723,17.00355709,15.31575471,17.85855293,16.66926593,16.41655564,16.05920494,16.36622846,16.30842686
Comoros,COM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,82.09886551,83.71406794,78.73190641,79.30012941,79.92622256,80.21765947,80.71805239,81.08516335,80.98393679,81.51156306,78.73999476,70.39695382,78.21035385,76.42638683,76.71011686,75.2803266,72.66513109,74.64712858
Cabo Verde,CPV,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,25.25918782,23.33108336,23.52381498,24.17235374,23.83398712,24.59075451,23.79957438,22.91623205,24.45173562,24.22961593,28.08193266,25.89292824,24.56819117,24.25014526,25.69905221,27.75767148,28.71302366,28.89647782
Costa Rica,CRI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,31.57487214,31.63286746,30.69062233,30.76501191,32.05981255,32.77381659,31.0769558,30.91247082,29.51094806,26.40224993,25.38431287,25.78322887,24.50274974,23.22566658,24.41330552,22.5992322,22.20295221,21.25539035
Caribbean small states,CSS,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,35.74484434,37.5352148,34.84438183,36.07530215,35.28825617,36.02160836,35.79232496,37.94930047,37.10147918,35.87119169,35.78920154,35.75068344,35.0200593,34.39128381,35.18797316,33.07959697,32.98705111,32.99456916
Cuba,CUB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,16.22938067,18.70623827,19.37736124,20.32512426,19.59809363,14.84367549,14.2636627,9.783149511,8.837512881,8.099641651,9.181971103,10.81638038,13.13097328,12.27119043,9.638877213,9.62183103,10.28543487,10.48266366
Curacao,CUW,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,55.90191483,55.21612763,52.77162194,47.65464664,49.8821795,49.83219802,48.32824767,48.79761338,51.4000833,49.9238044,40.94297886,42.79902577,44.02578771,43.09228957,44.73412633,44.32916045,45.2442795,44.63203549
Czech Republic,CZE,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,10.19750684,10.64326614,10.00170335,10.36722437,10.70501432,11.09285206,11.64602414,13.63102496,16.13297015,15.05053937,15.25087506,15.02145827,15.29148817,13.58585358,14.08199221,14.82839435,15.02381265,14.80910182
Germany,DEU,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,12.28164583,12.28224263,12.57840842,12.79073805,13.95323426,14.08945024,14.49688375,14.43142295,14.1092062,13.91829103,14.04069811,14.05884922,14.11986351,13.27638924,12.86283284,12.98534572,12.88281828,12.67291903
Djibouti,DJI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,51.33246779,54.73034382,42.81144142,36.94394827,41.30123854,41.67883098,37.76251674,35.84453464,31.61332011,30.1686883,29.03930843,24.2288053,22.94796556,24.05808419,22.65952677,20.38418949,23.39403033,26.5042156
Dominica,DMA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,33.5442245,35.80026925,35.67705452,36.34586036,37.61703372,38.07228506,36.53484285,38.36634457,40.95465839,37.53803074,35.92567742,36.78412735,35.26906371,34.98404026,33.93606842,30.75389862,29.06554043,30.95495701
Denmark,DNK,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,15.3564319,15.11594802,14.72838521,14.55719471,14.87114131,14.70920742,14.52642977,14.56182599,14.11779821,13.68460506,14.38572407,14.55079019,14.15904015,13.81007284,13.77456188,13.67477924,13.71238232,13.73846531
Dominican Republic,DOM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,55.3201437,54.50361967,53.45066786,61.65138483,62.25312352,53.87655497,54.74832654,47.68967927,43.60145628,42.82118976,43.9168036,42.44413078,42.8616792,42.18322337,42.48417616,42.85131097,44.61641312,44.73819733
Algeria,DZA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,25.79451501,21.66852504,22.52488285,21.14863694,26.09432638,28.09361219,29.12136018,28.08858156,26.14695728,27.44950652,28.8824439,27.87346542,25.71590841,27.56197751,26.65845454,28.20820212,30.88213503,32.54883885
East Asia & Pacific (excluding high income),EAP,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,55.76944128,58.60723535,57.83101931,55.9642363,54.49582524,54.48665965,52.34611142,48.39799382,45.60872884,42.61620733,41.17508561,40.80112716,39.71640868,38.58024035,36.81082228,35.55099925,36.14815758,36.10106606
Early-demographic dividend,EAR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,42.67249736,43.95906672,45.58840781,44.41980068,43.49425761,44.92618488,43.24649143,42.80748013,41.45424729,39.96874001,40.15038365,38.52530623,37.33746115,37.81136062,36.30555233,36.21057285,37.18827172,38.21623166
East Asia & Pacific,EAS,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,23.4998918,24.4823023,25.25023178,25.65777485,25.29536905,25.63750605,26.70416308,26.12945429,25.96773802,25.07596306,24.67734841,23.72053514,24.13188979,25.31904205,25.43536235,25.72220582,25.48050596,25.96224002
Europe & Central Asia (excluding high income),ECA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,32.11735485,31.35718838,30.19991015,30.2146663,31.74996744,31.48667058,31.12355213,30.87206005,30.05956886,30.60738884,31.92639124,32.4298028,32.15120187,33.32901491,34.13917814,35.45699724,35.7012187,36.43522059
Europe & Central Asia,ECS,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,16.32485904,16.13066704,15.95470989,15.96592435,16.48905292,16.42110924,16.77464156,16.86486383,16.94388523,16.54411381,16.9520846,17.256683,17.40494818,18.00540851,17.85738001,17.90121848,17.89209541,18.01821547
Ecuador,ECU,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,63.88641,61.235255,62.86356449,62.23554015,61.049366,63.01199794,61.1255765,53.68430614,52.13829875,50.85088015,47.52025604,45.43479681,43.63069236,42.36783087,41.98366404,43.86994243,40.38443565,39.39850628
"Egypt, Arab Rep.",EGY,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,62.48934865,63.8256073,63.7667954,65.40507674,64.55256939,64.58325982,60.41719913,60.32749414,61.82380319,60.43681502,62.6281023,60.49510241,62.98623085,61.2108171,59.03896689,59.45430398,59.00741816,60.08251309
Euro area,EMU,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,15.10176882,14.82097059,14.74162127,14.77005809,15.52237229,15.38683723,15.78942265,15.75888805,15.82223874,15.37045439,15.49981175,15.79042205,15.82881744,15.73228881,15.61808907,15.71067301,15.61485187,15.50495462
Eritrea,ERI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,63.76798749,55.92798591,46.02207839,38.93305659,35.13972163,35.23891568,34.45084393,44.09306049,45.10209262,43.74355376,52.83788443,38.47586513,53.97942066,54.90223765,55.20907044,58.45347047,58.33833814,59.12152529
Spain,ESP,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,24.32431728,24.85228628,24.59955215,22.5480631,22.33891785,21.95907682,21.27019912,21.03814483,21.01576924,19.5030123,20.75950205,21.11074477,22.84075618,23.98318201,24.36438203,23.78713787,23.93914312,23.56579006
Estonia,EST,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,20.3646183,19.24532354,20.55887282,20.51282078,22.39760309,22.63690233,23.16620201,22.65051454,20.72413415,20.33495456,21.91824913,21.55589908,21.51741236,22.60502726,22.62244374,22.78413773,22.72888422,23.66462499
Ethiopia,ETH,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,35.95730066,34.55398381,37.46262789,34.45893824,34.86631513,31.34029806,38.77533078,36.99623644,38.47733438,41.53925776,42.29021072,46.53789103,42.16745496,42.40406752,38.47412467,35.60949564,33.69998932,34.40898955
European Union,EUU,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,15.40938146,15.2623039,15.13118784,15.1205616,15.88455017,15.73995995,16.10504449,16.10217128,16.17269722,15.71622884,15.86635464,16.09716722,16.15075469,16.01680051,15.9131186,16.01555629,15.92537653,15.81845019
Fragile and conflict affected situations,FCS,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,49.54075633,48.68008995,50.29456002,52.99763424,48.15461948,50.4030563,46.84864883,47.63377352,50.36624134,48.59589964,49.27759915,48.47916738,49.33151524,52.09874089,51.66943102,53.93761395,59.90115445,61.62696545
Finland,FIN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,23.16981554,22.60504514,21.96006328,21.44725025,20.98537683,20.66593766,19.72095817,19.82014626,19.5440501,19.38837022,19.96495873,19.33733374,18.69531572,19.33733374,18.92360151,19.77814883,20.49999535,20.22742331
Fiji,FJI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,10.83726659,13.17821145,12.31893674,12.85472959,12.95536757,12.0877482,14.34637159,15.58711231,16.50561243,24.58940148,22.37072289,25.31678677,24.78924692,22.54663706,19.89637315,21.02604508,20.63828558,15.59424847
France,FRA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,7.273771614,7.335739583,7.137969136,7.376618683,7.246232033,7.36894682,9.343630075,9.506957978,9.99231413,10.14965624,10.22069007,10.22155136,10.10120213,9.928711504,9.845147282,9.70665291,9.551420808,9.384219348
Faroe Islands,FRO,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,4.819454998,4.811159149,5.411477014,4.894929007,4.351610318,3.202762455,5.030861124,4.466363043,4.099269211,3.749737516,3.233531862,3.025219403,2.884986997,2.71205008,2.694590762,2.570229769,2.559812739,2.403530665
Gabon,GAB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,53.13007832,50.79983473,54.06824946,50.09150505,49.94593859,52.13556886,51.14926696,50.37234426,51.96375847,50.63160658,25.50564706,27.73152888,28.00476253,28.59301865,28.12981009,25.90465844,22.55089283,25.15639067
United Kingdom,GBR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,11.59859151,11.44376323,11.34634912,11.53005287,10.3467688,9.898933023,10.18192694,10.40985957,9.436758608,9.372603148,9.79340598,9.883193672,9.715238214,15.03525972,14.97426927,15.12357891,15.49326032,15.95682204
Georgia,GEO,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,80.9843421,76.4383018,77.12854743,79.20792103,79.4369638,79.58549261,77.26432681,75.67359805,66.54589176,68.90898943,72.72727489,75.61214566,73.43678474,69.07719374,65.9756124,57.32433796,55.51872253,54.76190448
Ghana,GHA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,53.3433497,47.57355154,53.16888094,51.38244629,51.03301406,40.13938308,40.80955684,40.69285393,40.64579606,33.99345577,33.20059478,35.56454778,39.59586322,38.87570798,45.05063891,35.80306172,37.82372773,40.29169679
Gibraltar,GIB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,
Guinea,GIN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,52.59460211,50.46807528,46.25005722,49.51261878,55.50431609,60.74538827,64.3504858,68.0336535,67.26185679,66.93318486,65.18716812,59.98564363,62.39929199,61.90598607,58.35925341,49.35240448,49.76181388,56.6835463
"Gambia, The",GMB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,35.31716168,31.059286,33.48807096,25.36299825,20.30590773,20.77399939,20.86979598,20.90530396,20.93074769,21.13390565,20.98102421,21.10793889,21.03336006,20.25053054,24.66681749,23.47213477,23.57846349,22.03140855
Guinea-Bissau,GNB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,36.18345559,38.59288394,39.03740644,35.64249873,32.18095899,34.26280022,38.59666288,36.20378971,39.72662389,40.13110101,42.70081818,38.36071193,63.53726387,68.92351508,62.329638,69.64196563,70.6381917,72.06120491
Equatorial Guinea,GNQ,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,79.80214953,79.02652621,84.60682631,84.16907191,79.13544774,77.72718668,71.8734026,70.78121901,76.71900988,57.74852037,66.19266272,64.34092522,48.65623713,71.66537642,74.48106408,77.14675069,74.4638145,76.79201365
Greece,GRC,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,38.69639635,36.61275208,35.81883311,34.00274515,31.99404776,29.30950224,28.12847197,30.91951609,30.13835847,33.68635774,36.63310707,36.42956913,34.60354507,34.75020826
Grenada,GRD,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,59.693712,56.51988387,52.69957781,52.37070322,47.71395922,45.85783184,44.74805593,49.05388951,51.05264187,48.81522059,49.49786961,50.7433176,53.71624231,54.61626649,50.26921034,52.46434212,49.16312695,52.4138391
Greenland,GRL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,58.98998976,62.31534481,62.11329699,61.62329316,60.03531814,62.47687936,61.51553392,61.62371039,59.04833674,56.9231987,58.94914269,58.8792026,58.3199203,57.24531412,55.28972149,55.02624512,53.23911309,54.13410664
Guam,GUM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,
Guyana,GUY,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,42.77310371,41.68178737,39.75461721,37.67403662,34.02425349,33.96286368,37.10252047,36.88583076,41.74368083,37.23195195,36.69476807,38.2978797,39.72737491,38.61350715,37.17780113,39.74987566,29.93546724,32.47064352
